time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,7.052370444e-06,4.891466667e-04,5.628133333e-07,3.913173333e-05,1.053031373e+03,6.246000000e+01
6.070000e-06,3.372528662e-06,1.856400000e-04,3.107866667e-07,1.485120000e-05,1.275634929e+03,8.816000000e+01
7.080000e-06,1.961881539e-06,7.028666667e-05,1.672146667e-07,5.622933333e-06,1.416361252e+03,1.304000000e+02
8.520000e-06,1.089940775e-06,1.731773333e-05,6.888266667e-08,1.385418667e-06,1.539371336e+03,2.436900000e+02
1.053000e-05,3.720905356e-07,8.928400000e-07,3.305466667e-08,7.142720000e-08,2.214105373e+03,1.235350000e+03
1.255000e-05,1.204500044e-07,-6.619600000e-07,3.310666667e-08,5.295680000e-08,3.505370255e+03,-1.126120000e+03
1.456000e-05,5.806103363e-08,-3.477066667e-07,3.849733333e-08,2.781653333e-08,4.451289630e+03,-1.350590000e+03
1.744000e-05,1.062470416e-08,-5.335200000e-09,1.955200000e-08,4.268160000e-10,1.022247260e+04,-1.618188000e+04
2.146000e-05,-3.333469711e-08,1.858133333e-07,2.086933333e-08,2.086933333e-08,-3.375702111e+03,1.073260000e+03
2.549000e-05,-5.294083935e-08,2.858266667e-07,1.995066667e-08,2.286613333e-08,-1.861520026e+03,6.048300000e+02
2.950000e-05,-4.949165832e-08,2.823600000e-07,2.021066667e-08,2.258880000e-08,-1.526229896e+03,4.780000000e+02
3.528000e-05,-3.485389012e-08,2.057466667e-07,1.649786667e-08,1.649786667e-08,-1.430966679e+03,4.380800000e+02
4.330000e-05,-2.854369322e-08,1.570746667e-07,1.712706667e-08,1.712706667e-08,-1.161960549e+03,3.727700000e+02
5.140000e-05,-2.632123007e-08,1.671800000e-07,1.761066667e-08,1.761066667e-08,-9.215848663e+02,2.687000000e+02
5.941000e-05,-2.253232493e-08,1.290466667e-07,1.542840000e-08,1.542840000e-08,-8.029861649e+02,2.508700000e+02
7.095000e-05,-1.660928425e-08,7.630133333e-08,1.276600000e-08,1.276600000e-08,-7.320207226e+02,2.648500000e+02
8.707000e-05,-1.131158907e-08,2.535866667e-08,1.277466667e-08,1.277466667e-08,-6.722766075e+02,3.924400000e+02
